# data generated for lookup table

dstport,protocol,tag
22020,Udp,web
52715,Tcp,web
38371,ICMp,sv_P3
54974,TcP,backup
62799,UdP,sv_P2
53323,TCp,web
11179,IcMp,database
63282,tcp,sv_P5
21514,udp,email
62808,iCMp,monitoring
30551,iCMP,sv_P4
58353,iCmP,email
18355,IcMp,email
17530,icMP,sv_P3
50447,tcP,backup
21578,tCP,backup
25518,iCMP,sv_P3
15780,tcP,database
24344,Tcp,sv_P4
64075,tcP,backup
643,Tcp,backup
4001,TCp,sv_P2
40652,icmP,database
62886,TcP,database
13066,icmp,web
45750,TcP,email
47442,Tcp,sv_P5
25675,iCmp,sv_P1
49239,icMP,email
37705,ICMp,sv_P1
44889,IcMp,sv_P4
38061,iCmp,sv_P4
29978,UdP,sv_P1
11424,uDP,sv_P5
33029,uDp,database
58860,iCMP,sv_P2
58293,icMP,backup
18996,iCMp,sv_P2
64926,UdP,monitoring
5545,TCp,email
25410,Tcp,sv_P2
4021,tcp,sv_P1
61544,tcp,sv_P4
46119,tcP,sv_P1
57663,uDP,backup
14863,ICMp,email
37729,tCP,email
20391,IcMp,database
50174,UDP,backup
22281,tCP,sv_P4
26976,icMp,monitoring
42923,TCp,sv_P2
28285,TcP,sv_P2
62557,iCmp,sv_P4
55368,tCP,sv_P5
36898,TCP,sv_P2
63655,tcP,monitoring
25770,udp,sv_P3
49290,UdP,web
47799,udp,database
15659,tCP,sv_P1
2726,ICMP,email
8219,Tcp,sv_P3
38666,udp,web
35416,uDP,database
15611,iCmP,backup
25832,tCP,sv_P2
50513,IcmP,database
43507,icMP,backup
50558,iCmp,monitoring
29623,uDp,email
50041,UDP,web
48342,icMP,sv_P5
19056,Udp,web
31297,uDP,sv_P2
279,UdP,sv_P5
9266,Udp,database
37347,UdP,email
2926,tcp,sv_P5
32417,tcP,backup
58606,uDP,backup
59230,UDP,sv_P5
34603,Udp,sv_P4
62838,iCMp,database
54790,TCp,database
58717,UDP,sv_P4
47788,ICmp,sv_P1
42237,tCp,sv_P5
30399,UDP,sv_P2
4702,ICmp,sv_P5
1464,tcP,email
52878,icMP,email
33120,udP,sv_P5
42237,icmP,sv_P1
59431,tCP,database
49387,UDP,database
38615,tCp,database
58498,Tcp,sv_P1
63502,Tcp,database
5601,iCMp,backup
19834,IcmP,sv_P1
53022,tcp,sv_P1
46053,UdP,sv_P2
13532,tCp,sv_P3
2978,UDp,sv_P1
37622,Tcp,sv_P1
47179,TCP,database
5128,uDp,sv_P5
4314,udp,sv_P1
33062,TCP,sv_P1
54939,uDP,backup
59130,tcp,database
6359,ICmp,email
26824,icmP,database
26665,udP,sv_P2
18544,uDp,database
45812,UDP,sv_P2
14107,Icmp,sv_P4
61416,udp,sv_P2
44395,icmp,email
8611,UDP,sv_P5
18343,UDP,database
18759,tCp,sv_P4
33114,TCp,database
27206,tcP,monitoring
6918,tcP,sv_P2
57849,IcmP,sv_P3
16060,tcp,sv_P4
35020,uDP,backup
26557,UdP,monitoring
55874,Udp,monitoring
28648,icMp,sv_P3
65115,tCP,sv_P5
31838,IcmP,sv_P1
53600,uDP,sv_P4
38593,tcp,database
27467,icmP,sv_P4
20541,ICmP,sv_P2
17679,Icmp,database
19390,udP,monitoring
29807,iCMP,backup
17930,ICMp,backup
38719,uDp,sv_P3
431,uDp,email
30160,IcMp,sv_P2
61900,IcMP,sv_P4
472,ICMP,backup
45413,ICmp,backup
13171,UdP,sv_P4
40928,Icmp,backup
34858,tCp,sv_P5
35551,udp,sv_P3
64982,Tcp,sv_P1
23274,UDp,sv_P2
11307,UdP,email
17079,udP,web
43754,uDp,sv_P4
55370,uDp,sv_P4
46490,TcP,sv_P1
42013,IcmP,sv_P5
2723,tcp,email
3935,iCmP,email
23768,icMP,sv_P5
48335,Tcp,sv_P5
18975,uDP,sv_P3
316,iCMp,sv_P1
16842,udP,database
29364,iCmp,email
12831,icmP,sv_P2
61377,uDp,email
56460,uDp,backup
1890,uDp,email
1961,uDp,sv_P2
4835,iCMP,email
264,IcMp,sv_P2
31892,udP,sv_P3
27687,uDP,backup
12245,UDP,database
32355,tCP,email
30626,uDP,sv_P4
15903,icMP,web
4546,ICMp,monitoring
9561,iCmP,sv_P1
14805,ICMP,email
50837,iCmp,sv_P1
11909,TCP,sv_P5
20422,uDp,web
53176,IcmP,sv_P5
4122,IcMP,sv_P2
19649,Icmp,sv_P3
28996,tCP,email
44464,IcmP,email
14171,UDp,web
47329,Udp,email
20638,TCP,sv_P3
59223,ICmP,database
666,UDP,web
64834,icMP,sv_P3
34597,UdP,web
46246,uDP,sv_P4
24855,tcp,backup
52901,iCmP,monitoring
9740,icMP,sv_P3
62003,ICMP,sv_P4
62034,Icmp,email
4270,uDP,sv_P1
26122,UDp,monitoring
23912,tCP,monitoring
29877,uDp,monitoring
34315,TCP,web
26656,TCp,sv_P1
15401,udP,backup
51582,icMP,database
29967,Tcp,web
35447,Tcp,sv_P1
27068,tCP,sv_P1
14728,IcmP,email
50439,TCP,sv_P3
6606,UdP,sv_P5
14445,UdP,database
26811,iCmP,sv_P2
60193,UDp,backup
16107,ICMP,database
17153,IcmP,backup
31410,UdP,sv_P3
41551,TCP,sv_P4
28314,tcp,monitoring
24681,tCP,sv_P4
24776,iCmp,monitoring
16428,ICMP,database
28345,Tcp,backup
17085,UdP,email
39690,tcP,sv_P2
43518,Tcp,monitoring
61802,TCp,web
35978,TCP,sv_P1
22871,udP,sv_P3
49959,tcP,sv_P3
21544,ICMP,monitoring
6427,ICMp,sv_P1
41415,iCmP,sv_P3
23175,Icmp,sv_P5
23766,iCmP,database
9149,iCMP,email
30298,IcmP,monitoring
44629,tcP,monitoring
14752,udp,database
15283,IcMP,sv_P4
44400,udp,email
60223,IcmP,web
29136,uDP,sv_P4
20008,iCMp,database
55321,Udp,sv_P5
8084,UDp,sv_P4
15398,TCp,sv_P2
25328,udp,sv_P4
46346,TCp,sv_P2
9693,udP,web
60437,IcMp,web
43413,TCp,database
45064,udp,email
10043,IcMp,sv_P5
42754,icMp,web
5903,iCMp,sv_P3
7738,UDP,sv_P3
47988,IcMp,sv_P5
58589,ICMP,sv_P5
12213,tcP,email
60362,TcP,backup
4923,tcp,sv_P5
19118,UdP,sv_P2
34165,UdP,monitoring
18624,Udp,email
30986,uDP,sv_P5
24483,iCmP,web
53484,UDp,monitoring
62101,tCp,web
58172,icmp,sv_P1
46831,UDp,sv_P3
37215,udP,backup
1345,Tcp,sv_P2
38818,tCp,sv_P2
22626,TCP,sv_P2
33938,ICMP,monitoring
51022,uDP,sv_P4
21457,tcP,email
49066,UDp,monitoring
36086,uDP,sv_P1
34505,iCmp,backup
30158,tcP,sv_P1
58779,udP,sv_P5
58941,TCp,sv_P4
17224,iCMp,sv_P4
44225,Tcp,database
48976,UdP,sv_P4
44114,TCp,sv_P3
41583,tCp,sv_P3
35215,uDp,backup
20949,TCP,backup
33779,icmP,sv_P2
59017,uDp,email
39438,uDP,monitoring
8263,tCP,monitoring
31343,tCp,sv_P2
9982,iCmp,web
38481,UdP,web
28979,TCp,sv_P1
54564,udP,sv_P2
30361,TCp,email
6658,UdP,sv_P3
57229,Tcp,sv_P5
60140,ICMp,backup
57368,Tcp,sv_P4
38099,UdP,backup
19916,tCp,sv_P3
55481,icmp,email
16727,ICmP,monitoring
48327,TCP,web
64437,tcp,sv_P5
18717,iCMP,sv_P2
63973,IcMP,backup
36786,Udp,sv_P4
33362,tcp,monitoring
62645,tCP,monitoring
42370,ICmp,backup
60545,IcmP,backup
32488,Icmp,sv_P3
15311,uDP,web
17128,Icmp,monitoring
42004,iCMp,sv_P5
39215,Tcp,monitoring
13013,iCmP,monitoring
62060,udp,database
4172,tCp,sv_P4
25873,UdP,sv_P2
30842,Udp,sv_P2
43037,icMp,sv_P5
31761,icmP,monitoring
6456,tcP,sv_P4
14330,icmP,monitoring
32135,IcMP,sv_P3
41477,UDP,database
62588,icMp,email
45099,tcP,sv_P5
32954,uDP,database
19091,TcP,monitoring
10132,icmp,sv_P2
49621,iCmP,sv_P1
22414,TCp,monitoring
23350,Udp,backup
18016,UDP,sv_P5
62238,uDP,sv_P2
58977,tCP,sv_P3
62922,tcP,monitoring
59111,uDP,backup
27702,TcP,sv_P5
18805,icMP,sv_P5
14194,TCp,database
40754,tcp,database
50850,IcmP,sv_P2
16553,tcp,sv_P1
47594,TcP,database
58482,icMP,sv_P3
48673,Tcp,backup
6789,UDp,email
21907,UDp,sv_P4
62437,IcMp,monitoring
52249,IcMp,sv_P1
21493,uDP,backup
360,TcP,web
6888,UDp,sv_P2
50525,Udp,web
31835,TCp,sv_P1
30757,Udp,database
78,TCp,web
64290,udp,sv_P5
2704,ICmp,backup
64110,Udp,sv_P2
52328,uDP,sv_P5
35311,IcmP,sv_P1
58273,icmP,sv_P4
60903,TcP,sv_P3
4347,TcP,backup
45134,TcP,web
23982,udP,email
41124,IcMP,sv_P2
28313,uDp,web
31351,ICMp,backup
8635,tCP,backup
7349,uDP,email
63990,tcP,sv_P4
2221,tcP,monitoring
51886,tCp,sv_P2
43991,icMp,database
44022,iCMp,sv_P4
3708,IcMP,sv_P4
24526,tcP,sv_P3
1002,Udp,monitoring
40348,TCP,monitoring
63142,icMp,sv_P5
50808,uDP,sv_P5
20121,UDp,monitoring
49083,ICmp,monitoring
2125,iCmp,email
30855,uDP,database
17334,Tcp,database
60481,TCP,sv_P4
32709,TcP,database
65204,uDP,sv_P1
46716,iCMp,sv_P4
28373,udP,monitoring
19328,uDP,sv_P4
38305,ICMp,monitoring
2311,Udp,monitoring
8344,udp,sv_P4
32589,ICMP,database
36228,udp,sv_P4
63410,Tcp,sv_P2
30509,icmp,sv_P5
58141,IcMP,database
33490,tCp,web
40835,icMp,sv_P1
59932,uDp,email
7008,TcP,sv_P1
14910,tcP,backup
15835,ICmP,sv_P2
19448,Tcp,email
43772,iCmP,web
55845,tcp,monitoring
58730,uDp,monitoring
32644,ICMP,sv_P3
19550,ICmP,sv_P4
12275,IcmP,sv_P5
38336,TcP,monitoring
3287,UdP,sv_P3
54785,iCMp,backup
42759,tCP,sv_P4
37104,UdP,sv_P1
58059,IcmP,sv_P4
55842,icmP,sv_P1
64263,IcMP,sv_P1
30100,Icmp,sv_P2
31927,udP,database
6052,UDP,sv_P3
8419,iCmp,sv_P5
2105,ICmP,sv_P4
5836,tcp,database
52286,Icmp,email
37296,Udp,monitoring
27373,iCMP,sv_P1
14127,TCp,email
22660,iCmp,sv_P3
46051,TcP,email
4110,ICmP,sv_P4
26784,IcMp,sv_P1
9110,ICmP,database
19978,tCP,sv_P4
51921,Icmp,backup
14567,udp,monitoring
1103,UDP,sv_P4
23930,TCp,sv_P4
34623,IcmP,sv_P4
6494,Tcp,database
20816,Udp,sv_P3
46154,ICMP,sv_P4
9945,UDp,database
16801,iCmp,email
3069,UDP,sv_P1
56507,tCP,sv_P3
57489,Udp,backup
62083,ICmp,web
34258,ICMP,sv_P1
31412,tcp,sv_P2
28701,tcP,sv_P1
22956,udp,database
35253,UDp,sv_P4
18378,tcp,monitoring
61193,uDp,monitoring
65526,ICMP,email
6799,iCmP,sv_P1
28000,TcP,sv_P2
61555,UdP,monitoring
34970,Tcp,web
40210,tCP,monitoring
51135,TCp,email
61459,ICMp,database
32264,iCMP,sv_P5
18192,udp,sv_P2
37699,ICMp,backup
35307,udp,email
6824,UDP,sv_P4
42127,Udp,monitoring
55411,iCmP,backup
54273,udp,sv_P4
13189,tcP,email
56015,udP,email
38466,ICmp,backup
23372,iCmP,sv_P3
38312,Icmp,sv_P2
40204,IcMP,database
59762,Icmp,backup
3324,icmP,sv_P4
54212,Icmp,email
23254,uDP,backup
2416,TcP,email
3593,udp,backup
15693,TCP,sv_P1
38526,UDp,sv_P3
995,udP,backup
20686,ICmp,sv_P2
40249,udP,sv_P5
3347,udP,backup
60589,Icmp,database
19224,iCMp,sv_P5
17604,tCp,sv_P2
16626,TcP,sv_P5
5650,tCp,email
48908,TCp,sv_P5
59001,tCP,web
1580,Udp,email
11419,tcp,sv_P4
19962,Udp,email
6679,ICmP,email
27613,TCp,sv_P1
39874,tcP,web
23926,tCP,web
21788,UdP,monitoring
34630,udp,sv_P5
1210,iCMp,sv_P1
9394,UDP,sv_P4
31559,UdP,monitoring
38217,uDp,email
40282,ICMp,database
2789,ICmp,web
44201,TCP,sv_P4
57791,tcP,sv_P3
46330,UdP,sv_P4
27216,UDp,database
56984,UDP,monitoring
59208,UDP,sv_P2
46112,UdP,sv_P2
53758,UDP,monitoring
36352,UDp,backup
25341,Tcp,sv_P1
47392,Udp,database
39037,tcP,backup
33964,icMp,email
1645,udp,web
42593,iCmP,database
57584,UDp,database
57437,UDP,sv_P1
50738,uDP,database
40522,TCP,sv_P3
30757,tCp,sv_P2
53769,iCMP,email
13943,icMp,sv_P2
3521,ICMp,backup
8642,tcP,monitoring
3090,iCmP,web
2926,uDP,email
5605,uDP,sv_P3
48251,tcp,sv_P5
25933,Tcp,email
25496,IcmP,sv_P1
38390,udP,backup
47400,uDP,sv_P1
57157,UDp,sv_P2
64929,tcp,sv_P2
51098,TcP,email
9364,UDP,sv_P5
38839,Tcp,email
28476,uDp,sv_P3
55830,TCP,backup
44983,iCMp,sv_P3
36688,TcP,monitoring
50923,tCP,monitoring
6222,IcMp,web
22715,tCP,email
18412,TcP,web
51071,iCMp,monitoring
28510,iCMp,email
24924,Udp,sv_P2
61109,icmp,backup
49414,UDp,sv_P2
17897,ICMp,email
48667,UDP,sv_P1
203,tcp,backup
53130,TcP,sv_P1
13295,icMP,sv_P5
39108,UDp,sv_P4
61148,iCMp,sv_P5
32122,iCMp,sv_P5
25115,uDP,web
11670,UDp,monitoring
14248,Tcp,sv_P1
36099,icmP,sv_P3
63782,Udp,sv_P1
28843,TcP,monitoring
58963,ICmp,email
10996,Tcp,web
21492,IcMp,web
50265,Icmp,sv_P3
31415,TCP,database
7074,uDP,database
62798,UDP,sv_P3
4281,tcP,sv_P3
48027,iCmp,sv_P5
34538,udP,sv_P1
32316,TCP,database
2209,uDP,web
37340,UdP,email
36291,Icmp,sv_P5
29127,UDP,email
12845,IcMp,sv_P4
55789,tcp,sv_P3
17738,ICmp,sv_P2
45195,tCp,sv_P4
60565,tCp,backup
51627,UDp,sv_P4
5131,iCMP,sv_P3
12300,udp,database
52814,icMp,sv_P5
44755,udP,database
29320,UDp,sv_P3
60834,TcP,monitoring
54898,udP,sv_P1
32811,UDP,sv_P3
17628,tCp,web
116,UdP,sv_P3
56517,tcP,monitoring
17284,tCp,backup
64764,Udp,web
26808,tcp,sv_P1
64773,tCp,web
57887,UDp,web
45435,TcP,email
18972,Udp,sv_P4
56589,TCP,backup
3333,ICmp,database
5365,tCP,database
61941,Udp,sv_P2
22946,iCmP,database
62206,TcP,backup
44346,TCp,sv_P4
16666,UDP,web
35576,UDP,database
26866,IcMP,monitoring
60244,tcP,sv_P5
26387,udP,web
39086,TCp,sv_P5
2793,icmP,email
30285,UDp,monitoring
46994,UdP,web
13928,TCP,database
43953,uDp,monitoring
40930,iCmP,monitoring
28029,UDP,sv_P5
44656,UDp,sv_P2
55291,iCmp,sv_P4
47260,tCP,database
9983,ICMp,sv_P1
45041,UDP,sv_P3
2805,udP,sv_P2
14848,icmP,web
60290,IcmP,database
41742,TCP,sv_P3
55672,tcP,backup
36930,IcMP,web
58660,Tcp,sv_P5
64084,tCp,backup
22126,TCp,sv_P1
34957,iCMP,email
36739,Udp,web
14267,icMP,sv_P4
46742,IcMp,web
46064,uDP,sv_P4
37101,tcp,backup
49196,udp,backup
63730,tCp,web
21794,udP,sv_P4
62717,UdP,email
8927,Tcp,email
29092,Icmp,sv_P1
52649,tCP,backup
35963,iCMP,sv_P3
22726,udP,backup
30498,UdP,monitoring
31708,icmp,sv_P4
49093,ICMP,email
64960,uDp,sv_P4
14625,icMP,backup
7607,Tcp,monitoring
4382,uDp,monitoring
51903,iCmp,sv_P2
3596,UdP,database
50136,ICMp,sv_P4
47925,UDp,sv_P2
55416,TcP,sv_P3
9814,tcp,sv_P3
2832,udp,sv_P1
53077,uDP,backup
24888,iCmP,sv_P1
44769,iCmp,sv_P2
54053,icMp,sv_P4
37248,icMp,sv_P1
75,tCP,sv_P1
31053,TCp,database
817,ICmP,sv_P1
20353,uDp,sv_P2
13865,UDP,sv_P1
62220,icmp,sv_P4
18634,uDp,sv_P5
50562,tcp,backup
41231,tCP,database
12688,icmP,sv_P5
37755,udP,backup
57454,icmp,sv_P2
39484,tcP,web
37142,Udp,backup
5980,tcp,email
26095,tcp,sv_P5
25088,tCp,sv_P5
31874,uDP,sv_P1
49353,icmp,sv_P4
6639,udp,web
41976,UDP,sv_P5
36254,udp,sv_P2
40044,icMp,sv_P1
48972,Tcp,email
36714,tCp,sv_P2
65080,UDP,sv_P5
27487,TcP,web
59326,uDP,sv_P5
27390,tCp,backup
58253,icMp,email
59860,ICmp,email
51299,TCP,sv_P3
37613,tcp,sv_P1
24406,icMp,sv_P3
42194,iCMP,email
755,udP,web
48716,uDP,monitoring
9124,udP,sv_P2
42782,TCP,sv_P3
16866,uDp,sv_P3
10838,TCp,sv_P3
28162,TcP,sv_P4
44122,tCp,email
47814,udp,web
20564,iCMP,backup
42407,TcP,database
14268,udP,web
20766,iCmP,sv_P5
38460,udp,sv_P4
17851,UDP,email
29546,udP,sv_P5
52872,Tcp,backup
64586,Udp,sv_P4
3192,Udp,sv_P4
45969,ICMP,sv_P1
58960,udp,sv_P3
19465,tcP,sv_P2
36857,UDp,sv_P3
38491,TcP,web
43422,UdP,sv_P2
6128,UDP,sv_P1
63364,ICMP,sv_P3
20606,Icmp,backup
22641,tcP,sv_P5
63637,iCmp,sv_P1
5245,Udp,database
8993,IcmP,database
63278,ICMp,sv_P2
336,tCP,monitoring
42378,Tcp,sv_P5
576,UDp,backup
56549,uDP,sv_P5
39034,Tcp,sv_P2
20982,icMp,sv_P5
10625,udp,sv_P2
20273,UDP,sv_P1
36883,UDP,database
38663,tCp,sv_P1
15680,tcP,sv_P2
42810,icMp,monitoring
42239,uDp,database
61289,iCMP,email
5735,iCmP,sv_P4
36670,tCp,backup
20296,iCMP,sv_P2
36754,uDP,database
29974,TCP,sv_P5
50489,icmP,monitoring
28039,tCP,backup
27435,iCmP,monitoring
60067,UDp,backup
46427,icMp,sv_P4
33190,TCP,email
43915,uDp,backup
54990,tCP,sv_P3
2457,icmp,sv_P3
32656,IcmP,sv_P3
64669,IcmP,database
56007,Tcp,sv_P1
15720,uDP,email
14500,Udp,sv_P1
34562,Udp,sv_P2
35359,tCP,sv_P2
59086,Tcp,sv_P4
41812,TCp,sv_P4
3312,icmP,backup
22816,iCMp,email
29978,Icmp,sv_P5
40234,TCP,sv_P4
24523,tcp,sv_P1
44029,TCp,email
52444,tcp,email
46164,tCP,monitoring
19271,Udp,sv_P3
54679,IcmP,email
7414,Tcp,database
50525,TcP,database
34074,iCmp,database
54826,icmp,sv_P5
3941,TCP,database
19669,TCp,web
19445,icmp,sv_P4
24331,uDp,monitoring
21338,udP,sv_P3
64644,uDp,sv_P4
16040,uDP,backup
3141,tcp,email
47870,tcP,email
61060,tcP,sv_P5
58131,ICmp,sv_P4
26138,TCP,email
46273,uDp,backup
41824,ICmP,backup
30010,TcP,sv_P4
51221,icmP,sv_P2
37777,ICmp,sv_P1
51553,iCmP,email
43066,uDp,sv_P4
62201,TcP,monitoring
20499,iCMp,backup
53473,TCP,monitoring
31589,IcMp,sv_P2
11987,uDp,web
11563,uDp,monitoring
12477,uDp,sv_P4
4727,TCP,web
45883,udP,monitoring
37524,uDP,sv_P5
57120,UDp,sv_P1
29491,udP,database
58347,TCP,sv_P4
4423,tCp,sv_P5
6645,IcmP,sv_P5
46094,tcP,email
7320,TCP,sv_P2
50639,iCMP,sv_P4
29438,icMP,sv_P3
37678,TCP,email
29336,IcMP,sv_P2
11323,uDp,monitoring
11560,tCp,email
52578,tcP,sv_P2
53898,Udp,email
20722,iCMP,backup
32369,TCP,database
49974,TcP,sv_P5
3160,IcmP,monitoring
19739,tcP,database
16764,iCmp,backup
42127,TCP,sv_P5
29555,iCMp,sv_P2
52443,tcP,monitoring
26975,Tcp,sv_P2
37768,icMp,sv_P4
32801,TCp,database
53818,IcmP,email
29392,TCp,sv_P4
36071,tcP,sv_P1
17547,TCP,web
51048,TcP,email
39924,IcmP,sv_P1
22933,Tcp,sv_P2
10561,icMp,backup
27280,UdP,backup
4230,icMp,sv_P4
8058,tCp,backup
22375,UDp,email
58962,uDp,sv_P5
34637,IcmP,backup
25129,UdP,sv_P2
47043,Udp,backup
13528,ICMP,database
26754,udP,sv_P3
58359,UDp,sv_P3
6917,tcP,web
25546,TcP,web
46801,tCP,sv_P3
6502,udp,sv_P2
57283,tcp,sv_P1
4196,udp,sv_P2
33826,iCmP,sv_P3
42718,iCmp,sv_P1
62547,UdP,backup
36616,uDp,sv_P4
53555,udp,sv_P5
41571,TCP,email
40168,Tcp,sv_P3
18566,tcp,sv_P1
55766,Udp,web
25766,IcmP,email
14377,uDp,sv_P2
33898,TcP,sv_P5
55926,uDp,sv_P2
3347,udP,sv_P1
53382,icmP,sv_P3
46802,TcP,backup
19503,Tcp,email
38050,TCp,backup
38362,UDp,backup
877,TCP,sv_P4
59605,tCp,database
3620,udp,sv_P5
40556,IcMP,web
35969,Icmp,sv_P1
31038,tcP,database
56416,TCp,sv_P4
9472,ICMp,sv_P4
39956,TcP,web
50016,tcp,sv_P4
62930,IcMp,monitoring
14189,ICMp,monitoring
37157,ICMp,sv_P4
11209,Udp,sv_P3
62805,iCMP,sv_P1
48979,Icmp,sv_P2
35994,tCp,sv_P1
54327,Icmp,email
7070,ICMp,backup
28927,tcP,email
28074,icMp,backup
38995,TcP,sv_P1
44542,UdP,backup
16202,tCP,web
6029,tcp,sv_P5
8581,iCMP,email
35117,Udp,sv_P5
55356,udP,sv_P1
63542,TcP,sv_P4
47359,TcP,sv_P2
55530,UdP,sv_P1
63053,TcP,web
23551,icmP,sv_P5
8159,udp,email
59919,tcp,sv_P4
64678,IcMP,sv_P1
14295,Tcp,monitoring
47782,UDp,backup
29649,ICMP,database
61158,uDp,sv_P1
47343,uDP,sv_P3
63206,uDp,sv_P3
26462,uDP,monitoring
61112,icmp,sv_P2
59958,IcMP,database
38683,TCP,backup
58689,tcP,sv_P3
65393,udp,sv_P4
41904,UdP,sv_P4
60013,tCP,sv_P2
54950,Tcp,email
8336,uDp,email
58867,iCMp,web
37991,icmp,monitoring
50838,uDP,backup
51815,iCMP,sv_P5
29576,tcP,backup
13035,Tcp,sv_P4
18766,udp,database
61114,TcP,email
27977,TCP,monitoring
49332,IcMP,sv_P3
57207,uDP,database
12479,tcP,sv_P3
38464,iCMp,sv_P4
12391,tCp,sv_P5
43595,TCP,sv_P2
22706,icMP,web
53531,TCP,monitoring
2365,Udp,database
4251,uDp,sv_P3
57055,IcMp,sv_P2
42759,tCP,web
8820,IcMP,backup
51774,UDp,sv_P5
17210,iCMp,email
35456,tCP,sv_P1
36840,tCP,web
31220,ICMp,web
22375,Udp,sv_P5
8634,tCP,email
9309,udp,monitoring
60144,UDp,backup
56792,ICMP,sv_P1
55059,iCmP,sv_P1
41052,ICMP,sv_P3
36644,UDp,sv_P4
51169,udp,sv_P3
4747,TCp,database
4846,iCmP,sv_P3
38677,IcmP,web
61815,IcmP,monitoring
57301,icmp,web
1978,TcP,database
18540,icMp,sv_P2
59692,uDP,backup
49090,TcP,sv_P4
6335,TCP,sv_P1
37120,TcP,web
8123,icmP,sv_P3
5931,TCp,sv_P5
34253,icmp,database
3038,uDP,sv_P5
25539,tCp,sv_P3
22698,iCmp,sv_P5
43655,TCP,monitoring
22226,tCP,database
9025,ICmP,sv_P1
53852,tCP,monitoring
4602,Icmp,sv_P5
13726,TCP,database
54692,uDp,sv_P4
44994,UDP,backup
52120,TcP,database
25665,iCmp,email
13383,tcp,database
21946,UDp,web
17870,uDP,sv_P1
44883,Udp,sv_P2
63940,TcP,database
33444,udp,sv_P1
4936,udP,web
56691,udP,backup
14643,TCp,sv_P3
57993,uDp,database
60447,icMP,sv_P1
1427,TCp,backup
39663,udp,monitoring
6494,icMP,email
50532,Icmp,sv_P1
24958,UDP,sv_P3
5468,udp,sv_P2
46442,ICMP,sv_P1
54604,iCmp,sv_P3
33043,TCp,sv_P1
48105,udP,sv_P2
20539,ICmp,email
40665,tcp,email
60420,uDp,sv_P1
59126,UDp,sv_P2
31780,TCP,monitoring
43668,uDP,email
52256,tcP,email
36889,uDp,database
13034,tCP,sv_P3
30525,TCp,sv_P1
20962,tcP,monitoring
11160,ICmp,sv_P1
63413,tcP,web
23454,uDP,database
54683,iCmp,web
58258,iCmp,email
22063,udp,email
17039,TCP,web
17204,ICmP,email
12233,Icmp,sv_P2
62124,udP,sv_P3
50560,udP,backup
35328,TCP,sv_P3
40080,tcP,sv_P5
65151,Icmp,backup
21928,TCP,sv_P2
11881,IcMp,sv_P3
7665,TcP,sv_P3
24510,ICmP,monitoring
54015,TCP,sv_P5
16998,TCp,backup
30822,iCmp,sv_P2
44709,uDP,backup
14470,ICMp,backup
25165,IcMP,database
15466,ICmP,sv_P2
42288,tCp,database
15269,IcmP,sv_P4
27726,ICmP,sv_P5
643,tCp,database
977,iCmp,monitoring
47277,IcmP,monitoring
47400,tCP,monitoring
48787,tCP,web
56027,udp,sv_P3
10874,tCp,monitoring
16826,ICMP,monitoring
19006,IcmP,sv_P3
21568,iCmP,sv_P5
23658,iCMp,sv_P1
14952,TCp,monitoring
7091,udp,monitoring
10144,uDP,sv_P2
23024,udp,sv_P3
317,udP,sv_P3
45871,UDp,email
18756,TCP,sv_P3
15409,iCMP,sv_P5
34992,icMP,web
44138,ICmp,sv_P5
41518,Udp,sv_P4
10127,tCp,database
10947,TCp,web
27516,tcP,database
60185,TCp,database
36179,udp,database
46783,UDp,monitoring
58020,IcmP,backup
7238,Tcp,backup
35376,tcP,sv_P5
35069,TCP,monitoring
39830,Udp,email
32194,Udp,email
36807,UdP,email
52714,TcP,monitoring
61134,uDP,database
62344,IcmP,email
51572,iCMp,sv_P4
48291,TCp,web
24388,UDP,backup
47434,tCP,sv_P5
32925,TCp,web
38523,UdP,sv_P5
1380,udp,email
18498,ICMP,sv_P2
28168,iCmp,email
31214,tCp,sv_P5
60816,tCP,sv_P1
33254,ICmP,sv_P1
16114,iCMp,backup
30796,UdP,sv_P2
19024,iCMP,sv_P3
14958,UdP,sv_P4
42966,uDp,backup
56467,UdP,sv_P4
22841,icmp,monitoring
32774,Udp,email
33761,TcP,sv_P3
43582,tCP,backup
14878,TCp,sv_P4
6947,uDp,sv_P1
7290,TcP,database
42732,tcp,sv_P5
33606,tcp,database
34076,uDP,database
51497,UdP,backup
51243,ICmP,sv_P4
55661,tCP,sv_P4
7086,icmp,email
27052,TCP,email
19586,iCMP,web
47659,udP,backup
35735,Udp,sv_P3
61621,icMp,web
34345,udP,email
32431,TCP,sv_P2
28132,Tcp,email
41173,uDp,sv_P1
3064,tCP,sv_P2
57609,tCP,sv_P1
61064,UDP,database
64753,TCp,backup
5768,IcMP,sv_P3
64729,UDP,web
45548,uDp,email
56251,TcP,web
58166,TCP,backup
9246,tcp,database
14979,UDP,sv_P5
59736,tcp,email
33415,icMP,web
64001,UDP,sv_P2
61687,udp,web
8325,UdP,database
57775,icmP,sv_P2
26490,icMP,sv_P1
54094,Udp,sv_P4
37819,tcp,sv_P4
61420,icMP,email
8371,tcp,sv_P5
49565,UdP,sv_P1
28551,TcP,web
52588,tCp,sv_P1
46635,Udp,sv_P1
5091,tcp,sv_P2
40470,ICmp,sv_P1
47659,UDP,monitoring
18791,UDP,sv_P3
34247,TcP,sv_P4
57798,ICmp,email
5674,tCP,database
